OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
3803,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Antibody Tests Performed,595,02/02/2021,Colorado,5763976
3804,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Number of negative tests,535,02/02/2021,Colorado,5763976
3805,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Number of positive tests,60,02/02/2021,Colorado,5763976
3806,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Total Tests per 100K People,10.323,02/02/2021,Colorado,5763976
3807,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Percent Positivity,0.101,02/02/2021,Colorado,5763976
3808,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,7-Day Average Percent Positivity,0.087,02/02/2021,Colorado,5763976
3809,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,3-Day Average Percent Positivity,0.093,02/02/2021,Colorado,5763976
3810,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/16/2020,Cumulative Antibody Tests Performed,176495,02/02/2021,Colorado,5763976
3811,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Antibody Tests Performed,492,02/02/2021,Colorado,5763976
3812,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Number of negative tests,453,02/02/2021,Colorado,5763976
3813,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Number of positive tests,39,02/02/2021,Colorado,5763976
3814,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Total Tests per 100K People,8.536,02/02/2021,Colorado,5763976
3815,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Percent Positivity,0.079,02/02/2021,Colorado,5763976
3816,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,7-Day Average Percent Positivity,0.086,02/02/2021,Colorado,5763976
3817,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,3-Day Average Percent Positivity,0.094,02/02/2021,Colorado,5763976
3818,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/17/2020,Cumulative Antibody Tests Performed,176987,02/02/2021,Colorado,5763976
3819,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Antibody Tests Performed,388,02/02/2021,Colorado,5763976
3820,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Number of negative tests,355,02/02/2021,Colorado,5763976
3821,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Number of positive tests,33,02/02/2021,Colorado,5763976
3822,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Total Tests per 100K People,6.731,02/02/2021,Colorado,5763976
3823,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Percent Positivity,0.085,02/02/2021,Colorado,5763976
3824,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,7-Day Average Percent Positivity,0.086,02/02/2021,Colorado,5763976
3825,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,3-Day Average Percent Positivity,0.089,02/02/2021,Colorado,5763976
3826,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/18/2020,Cumulative Antibody Tests Performed,177375,02/02/2021,Colorado,5763976
3827,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Antibody Tests Performed,289,02/02/2021,Colorado,5763976
3828,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Number of negative tests,259,02/02/2021,Colorado,5763976
3829,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Number of positive tests,30,02/02/2021,Colorado,5763976
3830,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Total Tests per 100K People,5.014,02/02/2021,Colorado,5763976
3831,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Percent Positivity,0.104,02/02/2021,Colorado,5763976
3832,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,7-Day Average Percent Positivity,0.091,02/02/2021,Colorado,5763976
3833,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,3-Day Average Percent Positivity,0.087,02/02/2021,Colorado,5763976
3834,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/19/2020,Cumulative Antibody Tests Performed,177664,02/02/2021,Colorado,5763976
3835,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Antibody Tests Performed,342,02/02/2021,Colorado,5763976
3836,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Number of negative tests,320,02/02/2021,Colorado,5763976
3837,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Number of positive tests,22,02/02/2021,Colorado,5763976
3838,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Total Tests per 100K People,5.933,02/02/2021,Colorado,5763976
3839,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Percent Positivity,0.064,02/02/2021,Colorado,5763976
3840,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,7-Day Average Percent Positivity,0.088,02/02/2021,Colorado,5763976
3841,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,3-Day Average Percent Positivity,0.083,02/02/2021,Colorado,5763976
3842,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/20/2020,Cumulative Antibody Tests Performed,178006,02/02/2021,Colorado,5763976
3843,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Antibody Tests Performed,620,02/02/2021,Colorado,5763976
3844,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Number of negative tests,552,02/02/2021,Colorado,5763976
3845,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Number of positive tests,68,02/02/2021,Colorado,5763976
3846,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Total Tests per 100K People,10.757,02/02/2021,Colorado,5763976
3847,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Percent Positivity,0.11,02/02/2021,Colorado,5763976
3848,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,7-Day Average Percent Positivity,0.093,02/02/2021,Colorado,5763976
3849,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,3-Day Average Percent Positivity,0.096,02/02/2021,Colorado,5763976
3850,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/21/2020,Cumulative Antibody Tests Performed,178626,02/02/2021,Colorado,5763976
3851,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Antibody Tests Performed,606,02/02/2021,Colorado,5763976
3852,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Number of negative tests,549,02/02/2021,Colorado,5763976
3853,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Number of positive tests,57,02/02/2021,Colorado,5763976
3854,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Total Tests per 100K People,10.514,02/02/2021,Colorado,5763976
3855,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Percent Positivity,0.094,02/02/2021,Colorado,5763976
3856,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,7-Day Average Percent Positivity,0.093,02/02/2021,Colorado,5763976
3857,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,3-Day Average Percent Positivity,0.094,02/02/2021,Colorado,5763976
3858,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/22/2020,Cumulative Antibody Tests Performed,179232,02/02/2021,Colorado,5763976
3859,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Antibody Tests Performed,820,02/02/2021,Colorado,5763976
3860,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Number of negative tests,708,02/02/2021,Colorado,5763976
3861,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Number of positive tests,112,02/02/2021,Colorado,5763976
3862,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Total Tests per 100K People,14.226,02/02/2021,Colorado,5763976
3863,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Percent Positivity,0.137,02/02/2021,Colorado,5763976
3864,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,7-Day Average Percent Positivity,0.102,02/02/2021,Colorado,5763976
3865,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,3-Day Average Percent Positivity,0.116,02/02/2021,Colorado,5763976
3866,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/23/2020,Cumulative Antibody Tests Performed,180052,02/02/2021,Colorado,5763976
3867,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Antibody Tests Performed,413,02/02/2021,Colorado,5763976
3868,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Number of negative tests,345,02/02/2021,Colorado,5763976
3869,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Number of positive tests,68,02/02/2021,Colorado,5763976
3870,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Total Tests per 100K People,7.165,02/02/2021,Colorado,5763976
3871,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Percent Positivity,0.165,02/02/2021,Colorado,5763976
3872,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,7-Day Average Percent Positivity,0.112,02/02/2021,Colorado,5763976
3873,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,3-Day Average Percent Positivity,0.129,02/02/2021,Colorado,5763976
3874,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/24/2020,Cumulative Antibody Tests Performed,180465,02/02/2021,Colorado,5763976
3875,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Antibody Tests Performed,1285,02/02/2021,Colorado,5763976
3876,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Number of negative tests,988,02/02/2021,Colorado,5763976
3877,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Number of positive tests,297,02/02/2021,Colorado,5763976
3878,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Total Tests per 100K People,22.294,02/02/2021,Colorado,5763976
3879,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Percent Positivity,0.231,02/02/2021,Colorado,5763976
3880,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,7-Day Average Percent Positivity,0.149,02/02/2021,Colorado,5763976
3881,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,3-Day Average Percent Positivity,0.189,02/02/2021,Colorado,5763976
3882,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/25/2020,Cumulative Antibody Tests Performed,181750,02/02/2021,Colorado,5763976
3883,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Antibody Tests Performed,237,02/02/2021,Colorado,5763976
3884,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Number of negative tests,212,02/02/2021,Colorado,5763976
3885,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Number of positive tests,25,02/02/2021,Colorado,5763976
3886,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Total Tests per 100K People,4.112,02/02/2021,Colorado,5763976
3887,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Percent Positivity,0.105,02/02/2021,Colorado,5763976
3888,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,7-Day Average Percent Positivity,0.15,02/02/2021,Colorado,5763976
3889,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,3-Day Average Percent Positivity,0.202,02/02/2021,Colorado,5763976
3890,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/26/2020,Cumulative Antibody Tests Performed,181987,02/02/2021,Colorado,5763976
3891,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Antibody Tests Performed,424,02/02/2021,Colorado,5763976
3892,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Number of negative tests,360,02/02/2021,Colorado,5763976
3893,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Number of positive tests,64,02/02/2021,Colorado,5763976
3894,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Total Tests per 100K People,7.356,02/02/2021,Colorado,5763976
3895,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Percent Positivity,0.151,02/02/2021,Colorado,5763976
3896,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,7-Day Average Percent Positivity,0.157,02/02/2021,Colorado,5763976
3897,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,3-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
3898,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/27/2020,Cumulative Antibody Tests Performed,182411,02/02/2021,Colorado,5763976
3899,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Antibody Tests Performed,644,02/02/2021,Colorado,5763976
3900,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Number of negative tests,547,02/02/2021,Colorado,5763976
3901,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Number of positive tests,97,02/02/2021,Colorado,5763976
3902,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Total Tests per 100K People,11.173,02/02/2021,Colorado,5763976
3903,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Percent Positivity,0.151,02/02/2021,Colorado,5763976
3904,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,7-Day Average Percent Positivity,0.163,02/02/2021,Colorado,5763976
3905,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,3-Day Average Percent Positivity,0.142,02/02/2021,Colorado,5763976
3906,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/28/2020,Cumulative Antibody Tests Performed,183055,02/02/2021,Colorado,5763976
3907,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Antibody Tests Performed,720,02/02/2021,Colorado,5763976
3908,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Number of negative tests,631,02/02/2021,Colorado,5763976
3909,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Number of positive tests,89,02/02/2021,Colorado,5763976
3910,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Total Tests per 100K People,12.491,02/02/2021,Colorado,5763976
3911,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Percent Positivity,0.124,02/02/2021,Colorado,5763976
3912,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,7-Day Average Percent Positivity,0.166,02/02/2021,Colorado,5763976
3913,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,3-Day Average Percent Positivity,0.14,02/02/2021,Colorado,5763976
3914,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/29/2020,Cumulative Antibody Tests Performed,183775,02/02/2021,Colorado,5763976
3915,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Antibody Tests Performed,734,02/02/2021,Colorado,5763976
3916,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Number of negative tests,656,02/02/2021,Colorado,5763976
3917,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Number of positive tests,78,02/02/2021,Colorado,5763976
3918,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Total Tests per 100K People,12.734,02/02/2021,Colorado,5763976
3919,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Percent Positivity,0.106,02/02/2021,Colorado,5763976
3920,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,7-Day Average Percent Positivity,0.161,02/02/2021,Colorado,5763976
3921,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,3-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
3922,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/30/2020,Cumulative Antibody Tests Performed,184509,02/02/2021,Colorado,5763976
3923,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Antibody Tests Performed,448,02/02/2021,Colorado,5763976
3924,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Number of negative tests,383,02/02/2021,Colorado,5763976
3925,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Number of positive tests,65,02/02/2021,Colorado,5763976
3926,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Total Tests per 100K People,7.772,02/02/2021,Colorado,5763976
3927,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Percent Positivity,0.145,02/02/2021,Colorado,5763976
3928,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,7-Day Average Percent Positivity,0.159,02/02/2021,Colorado,5763976
3929,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,3-Day Average Percent Positivity,0.122,02/02/2021,Colorado,5763976
3930,Daily COVID-19 Antibody Test Data From Clinical Laboratories,10/31/2020,Cumulative Antibody Tests Performed,184957,02/02/2021,Colorado,5763976
3931,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Antibody Tests Performed,461,02/02/2021,Colorado,5763976
3932,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Number of negative tests,413,02/02/2021,Colorado,5763976
3933,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Number of positive tests,48,02/02/2021,Colorado,5763976
3934,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Total Tests per 100K People,7.998,02/02/2021,Colorado,5763976
3935,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Percent Positivity,0.104,02/02/2021,Colorado,5763976
3936,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,7-Day Average Percent Positivity,0.127,02/02/2021,Colorado,5763976
3937,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,3-Day Average Percent Positivity,0.116,02/02/2021,Colorado,5763976
3938,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/01/2020,Cumulative Antibody Tests Performed,185418,02/02/2021,Colorado,5763976
3939,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Antibody Tests Performed,387,02/02/2021,Colorado,5763976
3940,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Number of negative tests,346,02/02/2021,Colorado,5763976
3941,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Number of positive tests,41,02/02/2021,Colorado,5763976
3942,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Total Tests per 100K People,6.714,02/02/2021,Colorado,5763976
3943,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Percent Positivity,0.106,02/02/2021,Colorado,5763976
3944,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,7-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
3945,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,3-Day Average Percent Positivity,0.119,02/02/2021,Colorado,5763976
3946,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/02/2020,Cumulative Antibody Tests Performed,185805,02/02/2021,Colorado,5763976
3947,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Antibody Tests Performed,459,02/02/2021,Colorado,5763976
3948,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Number of negative tests,389,02/02/2021,Colorado,5763976
3949,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Number of positive tests,70,02/02/2021,Colorado,5763976
3950,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Total Tests per 100K People,7.963,02/02/2021,Colorado,5763976
3951,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Percent Positivity,0.152,02/02/2021,Colorado,5763976
3952,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,7-Day Average Percent Positivity,0.127,02/02/2021,Colorado,5763976
3953,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,3-Day Average Percent Positivity,0.122,02/02/2021,Colorado,5763976
3954,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/03/2020,Cumulative Antibody Tests Performed,186264,02/02/2021,Colorado,5763976
3955,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Antibody Tests Performed,737,02/02/2021,Colorado,5763976
3956,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Number of negative tests,619,02/02/2021,Colorado,5763976
3957,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Number of positive tests,118,02/02/2021,Colorado,5763976
3958,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Total Tests per 100K People,12.786,02/02/2021,Colorado,5763976
3959,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Percent Positivity,0.16,02/02/2021,Colorado,5763976
3960,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,7-Day Average Percent Positivity,0.129,02/02/2021,Colorado,5763976
3961,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,3-Day Average Percent Positivity,0.145,02/02/2021,Colorado,5763976
3962,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/04/2020,Cumulative Antibody Tests Performed,187001,02/02/2021,Colorado,5763976
3963,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Antibody Tests Performed,630,02/02/2021,Colorado,5763976
3964,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Number of negative tests,536,02/02/2021,Colorado,5763976
3965,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Number of positive tests,94,02/02/2021,Colorado,5763976
3966,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Total Tests per 100K People,10.93,02/02/2021,Colorado,5763976
3967,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Percent Positivity,0.149,02/02/2021,Colorado,5763976
3968,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,7-Day Average Percent Positivity,0.133,02/02/2021,Colorado,5763976
3969,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,3-Day Average Percent Positivity,0.154,02/02/2021,Colorado,5763976
3970,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/05/2020,Cumulative Antibody Tests Performed,187631,02/02/2021,Colorado,5763976
3971,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Antibody Tests Performed,784,02/02/2021,Colorado,5763976
3972,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Number of negative tests,681,02/02/2021,Colorado,5763976
3973,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Number of positive tests,103,02/02/2021,Colorado,5763976
3974,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Total Tests per 100K People,13.602,02/02/2021,Colorado,5763976
3975,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Percent Positivity,0.131,02/02/2021,Colorado,5763976
3976,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,7-Day Average Percent Positivity,0.138,02/02/2021,Colorado,5763976
3977,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,3-Day Average Percent Positivity,0.146,02/02/2021,Colorado,5763976
3978,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/06/2020,Cumulative Antibody Tests Performed,188415,02/02/2021,Colorado,5763976
3979,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Antibody Tests Performed,506,02/02/2021,Colorado,5763976
3980,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Number of negative tests,415,02/02/2021,Colorado,5763976
3981,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Number of positive tests,91,02/02/2021,Colorado,5763976
3982,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Total Tests per 100K People,8.779,02/02/2021,Colorado,5763976
3983,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Percent Positivity,0.18,02/02/2021,Colorado,5763976
3984,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,7-Day Average Percent Positivity,0.142,02/02/2021,Colorado,5763976
3985,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,3-Day Average Percent Positivity,0.15,02/02/2021,Colorado,5763976
3986,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/07/2020,Cumulative Antibody Tests Performed,188921,02/02/2021,Colorado,5763976
3987,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Antibody Tests Performed,190,02/02/2021,Colorado,5763976
3988,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Number of negative tests,163,02/02/2021,Colorado,5763976
3989,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Number of positive tests,27,02/02/2021,Colorado,5763976
3990,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Total Tests per 100K People,3.296,02/02/2021,Colorado,5763976
3991,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Percent Positivity,0.142,02/02/2021,Colorado,5763976
3992,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,7-Day Average Percent Positivity,0.147,02/02/2021,Colorado,5763976
3993,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,3-Day Average Percent Positivity,0.149,02/02/2021,Colorado,5763976
3994,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/08/2020,Cumulative Antibody Tests Performed,189111,02/02/2021,Colorado,5763976
3995,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Antibody Tests Performed,412,02/02/2021,Colorado,5763976
3996,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Number of negative tests,368,02/02/2021,Colorado,5763976
3997,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Number of positive tests,44,02/02/2021,Colorado,5763976
3998,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Total Tests per 100K People,7.148,02/02/2021,Colorado,5763976
3999,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Percent Positivity,0.107,02/02/2021,Colorado,5763976
4000,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,7-Day Average Percent Positivity,0.147,02/02/2021,Colorado,5763976
4001,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,3-Day Average Percent Positivity,0.146,02/02/2021,Colorado,5763976
4002,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/09/2020,Cumulative Antibody Tests Performed,189523,02/02/2021,Colorado,5763976
4003,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Antibody Tests Performed,397,02/02/2021,Colorado,5763976
4004,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Number of negative tests,328,02/02/2021,Colorado,5763976
4005,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Number of positive tests,69,02/02/2021,Colorado,5763976
4006,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Total Tests per 100K People,6.888,02/02/2021,Colorado,5763976
