Reference,Placement,Season,Station,Species,DateTime
10217,Trail,D,15,Impala,17/11/2013 02:34
10218,Trail,D,10,Dikdik,17/11/2013 02:38
10219,Trail,D,22,Dikdik,17/11/2013 03:46
10220,Trail,D,15,Impala,17/11/2013 04:06
10221,Trail,D,48,Hippo,17/11/2013 04:10
10222,Trail,D,10,Dikdik,17/11/2013 04:18
10223,Trail,D,48,Elephant,17/11/2013 04:36
10224,Trail,D,11,Impala,17/11/2013 05:50
10225,Trail,D,24,Impala,17/11/2013 05:55
10226,Trail,D,3,Buffalo,17/11/2013 06:22
10227,Trail,D,30,Honey badger,17/11/2013 06:30
10228,Trail,D,49,Impala,17/11/2013 06:42
10229,Trail,D,16,Zebra,17/11/2013 06:47
10230,Trail,D,10,Impala,17/11/2013 06:56
10231,Trail,D,19,Dikdik,17/11/2013 07:01
10232,Trail,D,4,Impala,17/11/2013 07:14
10233,Trail,D,22,Banded mongoose,17/11/2013 07:15
10234,Trail,D,32,Warthog,17/11/2013 07:42
10235,Trail,D,35,Impala,17/11/2013 07:47
10236,Trail,D,49,Impala,17/11/2013 08:20
10237,Trail,D,10,Impala,17/11/2013 08:40
10238,Trail,D,18,Impala,17/11/2013 08:48
10239,Trail,D,10,Impala,17/11/2013 08:53
10240,Trail,D,36,Giraffe,17/11/2013 08:57
10241,Trail,D,32,Impala,17/11/2013 09:37
10242,Trail,D,49,Impala,17/11/2013 09:48
10243,Trail,D,32,Impala,17/11/2013 09:49
10244,Trail,D,49,Impala,17/11/2013 09:55
10245,Trail,D,8,Impala,17/11/2013 09:56
10246,Trail,D,49,Impala,17/11/2013 10:03
10247,Trail,D,36,Greater kudu,17/11/2013 10:04
10248,Trail,D,20,Giraffe,17/11/2013 10:07
10249,Trail,D,36,Giraffe,17/11/2013 10:17
10250,Trail,D,22,Impala,17/11/2013 11:02
10251,Trail,D,14,Impala,17/11/2013 11:10
10252,Trail,D,49,Impala,17/11/2013 11:18
10253,Trail,D,49,Elephant,17/11/2013 11:22
10254,Trail,D,22,Impala,17/11/2013 11:22
10255,Trail,D,49,Impala,17/11/2013 11:48
10256,Trail,D,10,Impala,17/11/2013 12:37
10257,Trail,D,30,Baboon,17/11/2013 13:06
10258,Trail,D,23,Giraffe,17/11/2013 13:10
10259,Trail,D,49,Impala,17/11/2013 13:15
10260,Trail,D,49,Elephant,17/11/2013 13:38
10261,Trail,D,24,Elephant,17/11/2013 15:57
10262,Trail,D,44,Impala,17/11/2013 16:08
10263,Trail,D,8,Impala,17/11/2013 16:44
10264,Trail,D,9,Impala,17/11/2013 16:55
10265,Trail,D,8,Impala,17/11/2013 18:08
10266,Trail,D,A,Greater kudu,17/11/2013 18:21
10267,Trail,D,46,Zebra,17/11/2013 06:36
10268,Trail,D,25,Elephant,17/11/2013 19:18
10269,Trail,D,30,African civet,17/11/2013 19:33
10270,Trail,D,48,Hippo,17/11/2013 20:50
10271,Trail,D,24,Elephant,17/11/2013 20:51
10272,Trail,D,15,Common genet,17/11/2013 22:07
10273,Trail,D,34,Zebra,17/11/2013 22:24
10274,Trail,D,24,White tailed mongoose,18/11/2013 00:15
10275,Trail,D,20,Greater kudu,18/11/2013 00:45
10276,Trail,D,9,Impala,18/11/2013 01:29
10277,Trail,D,29,Dikdik,18/11/2013 01:32
10278,Trail,D,13,African civet,18/11/2013 01:52
10279,Trail,D,13,Black backed jackal,18/11/2013 03:16
10280,Trail,D,33,Spotted hyena,18/11/2013 04:53
10281,Trail,D,32,White tailed mongoose,18/11/2013 04:55
10282,Trail,D,8,Elephant,18/11/2013 06:15
10283,Trail,D,10,Impala,18/11/2013 06:17
10284,Trail,D,46,Elephant,17/11/2013 18:59
10285,Trail,D,37,Elephant,18/11/2013 07:00
10286,Trail,D,46,Elephant,17/11/2013 19:00
10287,Trail,D,20,Black backed jackal,18/11/2013 07:02
10288,Trail,D,28,Elephant,18/11/2013 07:16
10289,Trail,D,37,Impala,18/11/2013 08:10
10290,Trail,D,10,Impala,18/11/2013 08:10
10291,Trail,D,37,Impala,18/11/2013 08:10
10292,Trail,D,10,Impala,18/11/2013 08:10
10293,Trail,D,37,Impala,18/11/2013 08:10
10294,Trail,D,10,Impala,18/11/2013 08:10
10295,Trail,D,37,Impala,18/11/2013 08:10
10296,Trail,D,10,Impala,18/11/2013 08:10
10297,Trail,D,37,Impala,18/11/2013 08:10
10298,Trail,D,10,Impala,18/11/2013 08:11
10299,Trail,D,37,Impala,18/11/2013 08:11
10300,Trail,D,10,Impala,18/11/2013 08:11
10301,Trail,D,37,Impala,18/11/2013 08:11
10302,Trail,D,10,Impala,18/11/2013 08:11
10303,Trail,D,37,Impala,18/11/2013 08:11
10304,Trail,D,10,Impala,18/11/2013 08:11
10305,Trail,D,37,Impala,18/11/2013 08:11
10306,Trail,D,32,Baboon,18/11/2013 08:33
10307,Trail,D,14,Impala,18/11/2013 09:16
10308,Trail,D,49,Impala,18/11/2013 10:24
10309,Trail,D,10,Baboon,18/11/2013 10:52
10310,Trail,D,22,Impala,18/11/2013 11:01
10311,Trail,D,45,Slender mongoose,18/11/2013 11:03
10312,Trail,D,14,Giraffe,18/11/2013 11:07
10313,Trail,D,25,Giraffe,18/11/2013 11:11
10314,Trail,D,12,Impala,18/11/2013 11:19
10315,Trail,D,49,Impala,18/11/2013 11:57
10316,Trail,W,19,Dikdik,21/12/2013 12:20
10317,Trail,W,44,Giraffe,21/12/2013 12:37
10318,Trail,W,35,Impala,21/12/2013 13:00
10319,Trail,W,22,Impala,21/12/2013 13:20
10320,Trail,W,49,Vervet monkey,21/12/2013 13:40
10321,Trail,W,55,Impala,21/12/2013 14:24
10322,Trail,W,12,Warthog,21/12/2013 14:39
10323,Trail,W,24,Baboon,21/12/2013 14:44
10324,Trail,W,22,Impala,21/12/2013 14:49
10325,Trail,W,13,Impala,21/12/2013 15:24
10326,Trail,W,29,Elephant,21/12/2013 16:31
10327,Trail,W,24,Impala,21/12/2013 16:31
10328,Trail,W,5,Impala,21/12/2013 17:26
10329,Trail,W,44,Elephant,21/12/2013 17:30
10330,Trail,W,22,Impala,21/12/2013 18:07
10331,Trail,W,1,Elephant,21/12/2013 18:10
10332,Trail,W,48,Hippo,21/12/2013 18:12
10333,Trail,W,19,Bush pig,21/12/2013 19:11
10334,Trail,W,19,Dikdik,21/12/2013 19:29
10335,Trail,W,24,Elephant,21/12/2013 20:15
10336,Trail,W,11,Impala,21/12/2013 22:27
10337,Trail,W,10,Dikdik,21/12/2013 22:57
10338,Trail,W,24,Elephant,21/12/2013 23:08
10339,Trail,W,14,Dikdik,21/12/2013 23:11
10340,Trail,W,48,Hippo,21/12/2013 23:41
10341,Trail,W,24,Lion,21/12/2013 23:54
10342,Trail,W,36,Dikdik,22/12/2013 00:25
10343,Trail,W,12,Dikdik,22/12/2013 00:40
10344,Trail,W,4,Impala,22/12/2013 01:05
10345,Trail,W,11,Impala,22/12/2013 01:20
10346,Trail,W,24,Elephant,22/12/2013 01:32
10347,Trail,W,25,Elephant,22/12/2013 02:06
10348,Trail,W,11,Impala,22/12/2013 02:35
10349,Trail,W,55,Hippo,22/12/2013 02:46
10350,Trail,W,22,Impala,22/12/2013 03:27
10351,Trail,W,16,Elephant,22/12/2013 04:30
10352,Trail,W,15,Impala,22/12/2013 04:58
10353,Trail,W,11,Black backed jackal,22/12/2013 05:14
10354,Trail,W,15,Spotted hyena,22/12/2013 05:19
10355,Trail,W,32,Hippo,22/12/2013 06:19
10356,Trail,W,19,Leopard,22/12/2013 06:20
10357,Trail,W,18,Elephant,22/12/2013 06:23
10358,Trail,W,34,Greater kudu,22/12/2013 06:39
10359,Trail,W,2,Elephant,22/12/2013 06:52
10360,Trail,W,19,Warthog,22/12/2013 07:14
10361,Trail,W,23,Warthog,22/12/2013 07:39
10362,Trail,W,34,Black backed jackal,22/12/2013 07:51
10363,Trail,W,5,Impala,22/12/2013 07:55
10364,Trail,W,44,Impala,22/12/2013 08:02
10365,Trail,W,19,Elephant,22/12/2013 08:22
10366,Trail,W,37,Waterbuck,22/12/2013 08:48
10367,Trail,W,34,Impala,22/12/2013 09:09
10368,Trail,W,19,Dikdik,22/12/2013 09:37
10369,Trail,W,12,Warthog,22/12/2013 09:53
10370,Trail,W,23,Impala,22/12/2013 10:58
10371,Trail,W,47,Impala,22/12/2013 11:21
10372,Trail,W,35,Impala,22/12/2013 11:54
10373,Trail,W,23,Greater kudu,22/12/2013 12:31
10374,Trail,W,36,Bush buck,22/12/2013 13:02
10375,Trail,W,35,Impala,22/12/2013 14:08
10376,Trail,W,46,Porcupine,22/12/2013 03:28
10377,Trail,W,33,Elephant,22/12/2013 15:36
10378,Trail,W,36,Giraffe,22/12/2013 16:17
10379,Trail,W,48,Greater kudu,22/12/2013 16:24
10380,Trail,W,24,Greater kudu,22/12/2013 16:40
10381,Trail,W,22,Impala,22/12/2013 17:07
10382,Trail,W,25,Impala,22/12/2013 17:16
10383,Trail,W,22,Impala,22/12/2013 17:35
10384,Trail,W,A,Lesser kudu,22/12/2013 18:04
10385,Trail,W,10,Banded mongoose,22/12/2013 18:39
10386,Trail,W,26,Spotted hyena,22/12/2013 18:56
10387,Trail,W,13,Giraffe,22/12/2013 19:05
10388,Trail,W,5,Impala,22/12/2013 19:23
10389,Trail,W,29,Elephant,22/12/2013 19:36
10390,Trail,W,44,Impala,22/12/2013 19:41
10391,Trail,W,48,Hippo,22/12/2013 19:46
10392,Trail,W,48,Hippo,22/12/2013 21:10
10393,Trail,W,32,Elephant,22/12/2013 21:45
10394,Trail,W,9,Zebra,22/12/2013 23:44
10395,Trail,W,44,Impala,23/12/2013 00:16
10396,Trail,W,29,Hippo,23/12/2013 00:32
10397,Trail,W,23,Elephant,23/12/2013 00:38
10398,Trail,W,5,Elephant,23/12/2013 00:54
10399,Trail,W,23,Elephant,23/12/2013 01:14
10400,Trail,W,13,Dikdik,23/12/2013 01:23
10401,Trail,W,1,Lesser kudu,23/12/2013 01:27
10402,Trail,W,9,Giraffe,23/12/2013 01:31
10403,Trail,W,29,Dikdik,23/12/2013 02:05
10404,Trail,W,48,Hippo,23/12/2013 02:07
10405,Trail,W,A,Bush duiker,23/12/2013 02:39
10406,Trail,W,4,Elephant,23/12/2013 02:52
10407,Trail,W,35,Spotted hyena,23/12/2013 03:14
10408,Trail,W,3,Elephant,23/12/2013 05:02
10409,Trail,W,10,Dikdik,23/12/2013 05:07
10410,Trail,W,47,Giraffe,23/12/2013 05:16
10411,Trail,W,19,Dikdik,23/12/2013 05:17
10412,Trail,W,55,Impala,23/12/2013 05:19
10413,Trail,W,30,Spotted hyena,23/12/2013 05:38
10414,Trail,W,55,Impala,23/12/2013 06:35
10415,Trail,W,22,Impala,23/12/2013 06:36
10416,Trail,W,23,Warthog,23/12/2013 06:40
10417,Trail,W,13,Elephant,23/12/2013 06:48
10418,Trail,W,34,Impala,23/12/2013 07:03
10419,Trail,W,20,Impala,23/12/2013 07:10
10420,Trail,W,14,Elephant,23/12/2013 08:07
10421,Trail,W,25,Giraffe,23/12/2013 08:13
10422,Trail,W,24,Elephant,23/12/2013 08:17
10423,Trail,W,28,Impala,23/12/2013 09:16
10424,Trail,W,22,Impala,23/12/2013 09:18
10425,Trail,W,24,Impala,23/12/2013 10:08
10426,Trail,W,48,Impala,23/12/2013 10:13
10427,Trail,W,24,Impala,23/12/2013 10:16
10428,Trail,W,8,Impala,23/12/2013 10:27
10429,Trail,W,24,Impala,23/12/2013 10:28
10430,Trail,W,8,Impala,23/12/2013 10:29
10431,Trail,W,24,Impala,23/12/2013 10:30
10432,Trail,W,8,Impala,23/12/2013 10:31
10433,Trail,W,24,Elephant,23/12/2013 10:34
10434,Trail,W,29,Elephant,23/12/2013 10:35
10435,Trail,W,11,Vervet monkey,23/12/2013 10:58
10436,Trail,W,8,Impala,23/12/2013 11:53
10437,Trail,W,34,Giraffe,23/12/2013 11:59
10438,Trail,W,22,Impala,23/12/2013 12:01
10439,Trail,W,35,Impala,23/12/2013 12:22
10440,Trail,W,22,Impala,23/12/2013 13:59
10441,Trail,W,33,Giraffe,23/12/2013 14:14
10442,Trail,W,12,Elephant,23/12/2013 14:43
10443,Trail,W,29,Elephant,23/12/2013 15:14
10444,Trail,W,22,Impala,23/12/2013 15:51
10445,Trail,W,2,Elephant,23/12/2013 16:15
10446,Trail,W,16,Impala,23/12/2013 16:23
10447,Trail,W,A,Greater kudu,23/12/2013 16:37
10448,Trail,W,9,Grant's gazelle,23/12/2013 16:44
10449,Trail,W,47,Impala,23/12/2013 17:02
10450,Trail,W,22,Impala,23/12/2013 17:10
10451,Trail,W,1,Lesser kudu,23/12/2013 17:16
10452,Trail,W,29,Elephant,23/12/2013 17:42
10453,Trail,W,22,Impala,23/12/2013 18:11
10454,Trail,W,28,Dikdik,23/12/2013 18:24
10455,Trail,W,5,Impala,23/12/2013 19:08
10456,Trail,W,47,Hippo,23/12/2013 19:10
10457,Trail,W,44,Impala,23/12/2013 19:13
10458,Trail,W,30,Elephant,23/12/2013 19:13
10459,Trail,W,35,Spotted hyena,23/12/2013 19:16
10460,Trail,W,11,Impala,23/12/2013 19:17
10461,Trail,W,22,Elephant,23/12/2013 19:28
10462,Trail,W,23,Impala,23/12/2013 20:18
10463,Trail,W,22,Impala,23/12/2013 20:37
10464,Trail,W,55,Hippo,23/12/2013 20:43
10465,Trail,W,10,Impala,23/12/2013 20:52
10466,Trail,W,24,Impala,23/12/2013 21:11
10467,Trail,W,46,Giraffe,23/12/2013 09:15
10468,Trail,W,32,Hippo,23/12/2013 21:28
10469,Trail,W,55,Hippo,23/12/2013 21:37
10470,Trail,W,4,Elephant,23/12/2013 21:37
10471,Trail,W,5,Impala,23/12/2013 21:38
10472,Trail,W,1,Elephant,23/12/2013 21:53
10473,Trail,W,23,Impala,23/12/2013 22:21
10474,Trail,W,33,Spotted hyena,23/12/2013 22:26
10475,Trail,W,32,Elephant,23/12/2013 22:52
10476,Trail,W,8,Elephant,23/12/2013 23:02
10477,Trail,W,49,Hippo,23/12/2013 23:26
10478,Trail,W,55,Hippo,23/12/2013 23:29
10479,Trail,W,11,Impala,23/12/2013 23:29
10480,Trail,W,35,Zebra,23/12/2013 23:37
10481,Trail,W,30,Hippo,23/12/2013 23:39
10482,Trail,W,10,Impala,24/12/2013 00:08
10483,Trail,W,11,Impala,24/12/2013 00:36
10484,Trail,W,23,Elephant,24/12/2013 00:43
10485,Trail,W,32,Hippo,24/12/2013 00:52
10486,Trail,W,5,Impala,24/12/2013 01:13
10487,Trail,W,11,Black backed jackal,24/12/2013 01:16
10488,Trail,W,11,Impala,24/12/2013 01:21
10489,Trail,W,20,Elephant,24/12/2013 01:48
10490,Trail,W,48,Hippo,24/12/2013 02:15
10491,Trail,W,55,Impala,24/12/2013 02:33
10492,Trail,W,11,Impala,24/12/2013 02:59
10493,Trail,W,22,Impala,24/12/2013 03:02
10494,Trail,W,11,Impala,24/12/2013 03:21
10495,Trail,W,22,Impala,24/12/2013 03:41
10496,Trail,W,A,Bush duiker,24/12/2013 03:56
10497,Trail,W,32,Hippo,24/12/2013 05:30
10498,Trail,W,11,Impala,24/12/2013 05:33
10499,Trail,W,22,Impala,24/12/2013 06:07
10500,Trail,W,11,Impala,24/12/2013 06:11
10501,Trail,W,22,Impala,24/12/2013 06:30
10502,Trail,W,23,Elephant,24/12/2013 07:18
10503,Trail,W,24,Giraffe,24/12/2013 07:45
10504,Trail,W,11,Impala,24/12/2013 07:51
10505,Trail,W,55,Impala,24/12/2013 08:11
10506,Trail,W,33,Impala,24/12/2013 08:12
10507,Trail,W,55,Impala,24/12/2013 08:13
10508,Trail,W,33,Impala,24/12/2013 08:15
10509,Trail,W,12,Dikdik,24/12/2013 08:48
10510,Trail,W,A,Elephant,24/12/2013 09:31
10511,Trail,W,26,Impala,24/12/2013 09:46
10512,Trail,W,5,Impala,24/12/2013 09:47
10513,Trail,W,24,Elephant,24/12/2013 10:10
10514,Trail,W,20,Impala,24/12/2013 10:16
10515,Trail,W,44,Giraffe,24/12/2013 10:34
10516,Trail,W,30,Baboon,24/12/2013 10:39
10517,Trail,W,25,Elephant,24/12/2013 10:44
10518,Trail,W,25,Impala,24/12/2013 11:08
10519,Trail,W,25,Warthog,24/12/2013 12:29
10520,Trail,W,23,Elephant,24/12/2013 12:36
10521,Trail,W,14,Impala,24/12/2013 12:36
10522,Trail,W,26,Impala,24/12/2013 13:04
10523,Trail,W,5,Impala,24/12/2013 13:16
10524,Trail,W,13,Black backed jackal,24/12/2013 13:31
10525,Trail,W,32,Impala,24/12/2013 13:53
10526,Trail,W,15,Elephant,24/12/2013 13:59
10527,Trail,W,2,Elephant,24/12/2013 14:54
10528,Trail,W,36,Impala,24/12/2013 15:05
10529,Trail,W,24,Warthog,24/12/2013 15:34
10530,Trail,W,2,Dikdik,24/12/2013 15:51
10531,Trail,W,24,Baboon,24/12/2013 15:55
10532,Trail,W,10,Banded mongoose,24/12/2013 15:56
10533,Trail,W,35,Giraffe,24/12/2013 16:14
10534,Trail,W,3,Elephant,24/12/2013 16:22
10535,Trail,W,12,Elephant,24/12/2013 16:33
10536,Trail,W,30,Elephant,24/12/2013 17:01
10537,Trail,W,4,Impala,24/12/2013 17:20
10538,Trail,W,18,Elephant,24/12/2013 17:29
10539,Trail,W,24,Elephant,24/12/2013 17:37
10540,Trail,W,23,Warthog,24/12/2013 18:03
10541,Trail,W,16,Impala,24/12/2013 18:10
10542,Trail,W,23,Greater kudu,24/12/2013 18:31
10543,Trail,W,48,Impala,24/12/2013 18:46
10544,Trail,W,33,Zebra,24/12/2013 18:50
10545,Trail,W,16,Elephant,24/12/2013 18:59
10546,Trail,W,4,Elephant,24/12/2013 19:05
10547,Trail,W,35,Porcupine,24/12/2013 20:07
10548,Trail,W,46,Impala,24/12/2013 08:21
10549,Trail,W,18,Porcupine,24/12/2013 20:30
10550,Trail,W,32,Hippo,24/12/2013 21:19
10551,Trail,W,15,Aardwolf,24/12/2013 22:24
10552,Trail,W,14,Impala,24/12/2013 22:26
10553,Trail,W,29,Impala,25/12/2013 01:08
10554,Trail,W,11,Impala,25/12/2013 01:14
10555,Trail,W,35,Hippo,25/12/2013 01:26
10556,Trail,W,24,Elephant,25/12/2013 02:05
10557,Trail,W,11,Impala,25/12/2013 02:25
10558,Trail,W,33,Black backed jackal,25/12/2013 02:45
10559,Trail,W,1,Bush duiker,25/12/2013 02:50
10560,Trail,W,F,Spotted hyena,25/12/2013 03:13
10561,Trail,W,29,Hippo,25/12/2013 03:48
10562,Trail,W,3,Elephant,25/12/2013 04:01
10563,Trail,W,15,Aardwolf,25/12/2013 04:49
10564,Trail,W,36,White tailed mongoose,25/12/2013 05:12
10565,Trail,W,37,Elephant,25/12/2013 05:26
10566,Trail,W,24,Elephant,25/12/2013 05:39
10567,Trail,W,8,Impala,25/12/2013 05:52
10568,Trail,W,19,Elephant,25/12/2013 06:02
10569,Trail,W,55,Impala,25/12/2013 06:54
10570,Trail,W,10,Dikdik,25/12/2013 07:42
10571,Trail,W,11,Impala,25/12/2013 07:53
10572,Trail,W,8,Impala,25/12/2013 08:49
10573,Trail,W,24,Elephant,25/12/2013 08:55
10574,Trail,W,14,Impala,25/12/2013 09:02
10575,Trail,W,32,Impala,25/12/2013 09:14
10576,Trail,W,36,Impala,25/12/2013 09:14
10577,Trail,W,32,Impala,25/12/2013 09:15
10578,Trail,W,11,Vervet monkey,25/12/2013 09:15
10579,Trail,W,10,Impala,25/12/2013 09:34
10580,Trail,W,8,Impala,25/12/2013 09:39
10581,Trail,W,24,Elephant,25/12/2013 10:13
10582,Trail,W,19,Elephant,25/12/2013 10:46
10583,Trail,W,5,Impala,25/12/2013 11:29
10584,Trail,W,45,Greater kudu,25/12/2013 11:52
10585,Trail,W,32,Giraffe,25/12/2013 11:52
10586,Trail,W,13,Impala,25/12/2013 12:06
10587,Trail,W,32,Impala,25/12/2013 12:13
10588,Trail,W,45,Elephant,25/12/2013 12:22
10589,Trail,W,33,Impala,25/12/2013 12:27
10590,Trail,W,22,Elephant,25/12/2013 12:31
10591,Trail,W,13,Impala,25/12/2013 14:23
10592,Trail,W,15,Zebra,25/12/2013 14:44
10593,Trail,W,20,Impala,25/12/2013 15:30
10594,Trail,W,24,Elephant,25/12/2013 17:07
10595,Trail,W,F,Black backed jackal,25/12/2013 17:19
10596,Trail,W,18,Dikdik,25/12/2013 17:24
10597,Trail,W,30,Elephant,25/12/2013 18:47
10598,Trail,W,12,Elephant,25/12/2013 19:08
10599,Trail,W,45,Hippo,25/12/2013 19:19
10600,Trail,W,29,Hippo,25/12/2013 19:20
10601,Trail,W,55,Greater kudu,25/12/2013 19:29
10602,Trail,W,44,Impala,25/12/2013 19:31
10603,Trail,W,23,Elephant,25/12/2013 20:06
10604,Trail,W,24,Elephant,25/12/2013 20:19
10605,Trail,W,32,Hippo,25/12/2013 21:45
10606,Trail,W,32,Elephant,25/12/2013 21:53
10607,Trail,W,29,Hippo,25/12/2013 22:37
10608,Trail,W,F,Aardwolf,25/12/2013 23:16
10609,Trail,W,33,Spotted hyena,25/12/2013 23:21
10610,Trail,W,9,Spotted hyena,26/12/2013 00:53
10611,Trail,W,22,Elephant,26/12/2013 01:12
10612,Trail,W,44,Impala,26/12/2013 01:32
10613,Trail,W,12,Elephant,26/12/2013 01:34
10614,Trail,W,24,Elephant,26/12/2013 02:08
10615,Trail,W,23,Elephant,26/12/2013 02:32
10616,Trail,W,28,Black backed jackal,26/12/2013 02:40
10617,Trail,W,16,Impala,26/12/2013 02:47
10618,Trail,W,5,Impala,26/12/2013 03:01
10619,Trail,W,33,Spotted hyena,26/12/2013 03:15
10620,Trail,W,8,White tailed mongoose,26/12/2013 03:51
10621,Trail,W,4,Impala,26/12/2013 05:22
10622,Trail,W,32,White tailed mongoose,26/12/2013 05:28
10623,Trail,W,A,Lesser kudu,26/12/2013 05:58
10624,Trail,W,3,Elephant,26/12/2013 06:06
10625,Trail,W,34,Giraffe,26/12/2013 06:06
10626,Trail,W,19,Bush pig,26/12/2013 06:09
10627,Trail,W,22,Impala,26/12/2013 06:14
10628,Trail,W,8,Giraffe,26/12/2013 06:28
10629,Trail,W,49,Baboon,26/12/2013 06:36
10630,Trail,W,13,Elephant,26/12/2013 06:55
10631,Trail,W,20,Impala,26/12/2013 07:15
10632,Trail,W,22,Impala,26/12/2013 07:29
10633,Trail,W,8,Impala,26/12/2013 07:54
10634,Trail,W,23,Dikdik,26/12/2013 08:00
10635,Trail,W,44,Impala,26/12/2013 08:07
10636,Trail,W,12,Warthog,26/12/2013 08:25
10637,Trail,W,17,Warthog,26/12/2013 08:38
10638,Trail,W,36,Zebra,26/12/2013 08:48
10639,Trail,W,17,Greater kudu,26/12/2013 09:05
10640,Trail,W,46,Hippo,25/12/2013 21:11
10641,Trail,W,55,Greater kudu,26/12/2013 09:19
10642,Trail,W,44,Impala,26/12/2013 09:23
10643,Trail,W,14,Elephant,26/12/2013 09:26
10644,Trail,W,45,Elephant,26/12/2013 09:28
10645,Trail,W,17,Impala,26/12/2013 09:30
10646,Trail,W,11,Impala,26/12/2013 09:46
10647,Trail,W,44,Impala,26/12/2013 09:50
10648,Trail,W,17,Impala,26/12/2013 10:00
10649,Trail,W,49,Baboon,26/12/2013 10:27
10650,Trail,W,35,Impala,26/12/2013 10:45
10651,Trail,W,44,Impala,26/12/2013 10:49
10652,Trail,W,35,Impala,26/12/2013 11:13
10653,Trail,W,49,Impala,26/12/2013 11:17
10654,Trail,W,44,Zebra,26/12/2013 11:18
10655,Trail,W,32,Impala,26/12/2013 11:30
10656,Trail,W,29,Elephant,26/12/2013 11:32
10657,Trail,W,49,Impala,26/12/2013 12:24
10658,Trail,W,13,Impala,26/12/2013 12:35
10659,Trail,W,17,Impala,26/12/2013 12:36
10660,Trail,W,12,Elephant,26/12/2013 12:42
10661,Trail,W,44,Impala,26/12/2013 12:56
10662,Trail,W,16,Impala,26/12/2013 14:13
10663,Trail,W,12,Elephant,26/12/2013 14:15
10664,Trail,W,26,Serval,26/12/2013 14:39
10665,Trail,W,29,Elephant,26/12/2013 14:39
10666,Trail,W,33,Elephant,26/12/2013 14:56
10667,Trail,W,10,Impala,26/12/2013 14:59
10668,Trail,W,16,Impala,26/12/2013 15:00
10669,Trail,W,19,Elephant,26/12/2013 15:50
10670,Trail,W,32,Warthog,26/12/2013 16:11
10671,Trail,W,2,Dikdik,26/12/2013 16:17
10672,Trail,W,4,Impala,26/12/2013 16:34
10673,Trail,W,10,Dikdik,26/12/2013 17:44
10674,Trail,W,14,Impala,26/12/2013 17:51
10675,Trail,W,16,Impala,26/12/2013 18:14
10676,Trail,W,29,Giraffe,26/12/2013 18:17
10677,Trail,W,12,Elephant,26/12/2013 18:26
10678,Trail,W,4,Impala,26/12/2013 18:49
10679,Trail,W,10,Elephant,26/12/2013 19:04
10680,Trail,W,33,Spotted hyena,26/12/2013 19:27
10681,Trail,W,36,Elephant,26/12/2013 19:42
10682,Trail,W,14,Black backed jackal,26/12/2013 20:11
10683,Trail,W,30,Elephant,26/12/2013 21:14
10684,Trail,W,55,Hippo,26/12/2013 21:43
10685,Trail,W,29,Elephant,26/12/2013 22:15
10686,Trail,W,25,Porcupine,26/12/2013 22:17
10687,Trail,W,48,Hippo,26/12/2013 22:47
10688,Trail,W,A,Spotted hyena,26/12/2013 23:47
10689,Trail,W,12,Elephant,26/12/2013 23:54
10690,Trail,W,9,Spotted hyena,27/12/2013 00:08
10691,Trail,W,29,Hippo,27/12/2013 01:10
10692,Trail,W,23,Elephant,27/12/2013 01:24
10693,Trail,W,49,Hippo,27/12/2013 02:11
10694,Trail,W,19,Dikdik,27/12/2013 02:21
10695,Trail,W,8,Elephant,27/12/2013 02:49
10696,Trail,W,28,Dikdik,27/12/2013 03:10
10697,Trail,W,35,Zebra,27/12/2013 03:23
10698,Trail,W,55,Hippo,27/12/2013 03:46
10699,Trail,W,13,Bat-eared fox,27/12/2013 04:42
10700,Trail,W,5,Spotted hyena,27/12/2013 05:15
10701,Trail,W,35,Elephant,27/12/2013 05:31
10702,Trail,W,14,Spotted hyena,27/12/2013 05:36
10703,Trail,W,A,Bush duiker,27/12/2013 05:52
10704,Trail,W,11,White tailed mongoose,27/12/2013 06:12
10705,Trail,W,23,Elephant,27/12/2013 06:39
10706,Trail,W,34,Impala,27/12/2013 06:42
10707,Trail,W,33,Spotted hyena,27/12/2013 06:47
10708,Trail,W,49,Baboon,27/12/2013 06:48
10709,Trail,W,19,Elephant,27/12/2013 06:53
10710,Trail,W,9,Impala,27/12/2013 06:56
10711,Trail,W,23,Elephant,27/12/2013 07:02
10712,Trail,W,48,Black backed jackal,27/12/2013 07:20
10713,Trail,W,1,Elephant,27/12/2013 07:23
10714,Trail,W,24,Elephant,27/12/2013 07:35
10715,Trail,W,4,Giraffe,27/12/2013 07:38
10716,Trail,W,44,Eland,27/12/2013 08:05
10717,Trail,W,2,Dikdik,27/12/2013 08:30
10718,Trail,W,13,Elephant,27/12/2013 08:34
10719,Trail,W,25,Elephant,27/12/2013 08:37
10720,Trail,W,9,Warthog,27/12/2013 09:10
10721,Trail,W,35,Impala,27/12/2013 09:41
10722,Trail,W,17,Impala,27/12/2013 09:48
10723,Trail,W,35,Impala,27/12/2013 09:51
10724,Trail,W,22,Impala,27/12/2013 10:27
10725,Trail,W,46,Hippo,26/12/2013 23:48
10726,Trail,W,48,Impala,27/12/2013 11:50
10727,Trail,W,48,Greater kudu,27/12/2013 11:51
10728,Trail,W,17,Impala,27/12/2013 12:25
10729,Trail,W,9,Zebra,27/12/2013 12:45
10730,Trail,W,9,Grant's gazelle,27/12/2013 13:12
10731,Trail,W,8,Impala,27/12/2013 13:15
10732,Trail,W,24,Impala,27/12/2013 13:23
